product_a,product_b,co_occurrence_count,support_a,support_b,support_ab,lift,pair_type
23017 - APOTHECARY MEASURING JAR,23018 - LARGE APOTHECARY MEASURING JAR,12,0.0006059270684146745,0.0005783849289412802,0.0003305056736807315,943.0649350649351,Variant
35838A - S/6 MULTICOLOUR ORNAMENETAL CANDLE,35838B - S/6 SILVER ORNAMENETAL CANDLE,11,0.0005508427894678859,0.0006334692078880687,0.0003029635342073372,868.2347826086957,Variant
47013A - WINE BOTTLE DRESSING LT.BLUE,47013C - WINE BOTTLE DRESSING DARK BLUE,16,0.0006885534868348573,0.0007436377657816459,0.00044067423157430867,860.6340740740741,Variant
23017 - APOTHECARY MEASURING JAR,23019 - SMALL APOTHECARY MEASURING JAR,14,0.0006059270684146745,0.0007711799052550402,0.0003855899526275201,825.1818181818181,Variant
23071 - MARIE ANTOINETTE TRINKET BOX GOLD,23072 - MARIE ANTOINETTE TRINKET BOX SILVER,12,0.0004957585105210973,0.0008262641842018288,0.0003305056736807315,806.8444444444444,Variant
23428 - IVORY RETRO KITCHEN WALL CLOCK,23430 - BLUE RETRO KITCHEN WALL CLOCK,13,0.0009088906026220116,0.0004957585105210973,0.0003580478131541258,794.6195286195286,Variant
16202A - PASTEL PINK PHOTO ALBUM,16202B - PASTEL BLUE PHOTO ALBUM,10,0.0005783849289412802,0.0006059270684146745,0.00027542139473394294,785.8874458874459,Variant
85185C - COW  SOCK PUPPET,85185F - LION SOCK PUPPET,11,0.0007436377657816459,0.0005233006499944916,0.0003029635342073372,778.5341130604288,Variant
21460 - GREEN EASTER EGG HUNT START POST,21461 - BLUE EASTER EGG HUNT START POST,13,0.0007436377657816459,0.0006334692078880687,0.0003580478131541258,760.0708534621579,Variant
37492C - GREEN BLUE FLOWER PIGGY BANK,37492D - PURPLE GREEN FLOWER PIGGY BANK,13,0.000661011347361463,0.0007160956263082516,0.0003580478131541258,756.4166666666667,Variant
90030B - RED KUKUI COCONUT SEED NECKLACE,90030C - BROWN KUKUI COCONUT SEED NECKLACE,12,0.0009915170210421946,0.00044067423157430867,0.0003305056736807315,756.4166666666666,Variant
85028L - FRENCH CHATEAU LARGE FRUIT BOWL,85028S - FRENCH CHATEAU SMALL FRUITBOWL,18,0.0007436377657816459,0.0009088906026220116,0.0004957585105210973,733.4949494949497,Variant
85162B - BLACK RETRODISC LAMPSHADE,85162C - WHITE RETRODISC LAMPSHADE,11,0.0003305056736807315,0.0012669384157761375,0.0003029635342073372,723.5289855072464,Variant
23428 - IVORY RETRO KITCHEN WALL CLOCK,23429 - RED RETRO KITCHEN WALL CLOCK,15,0.0009088906026220116,0.0006334692078880687,0.0004131320921009144,717.5494071146246,Variant
17090A - LAVENDER INCENSE 40 CONES IN TIN,17090D - VANILLA INCENSE 40 CONES IN TIN,14,0.0007160956263082516,0.0007711799052550402,0.0003855899526275201,698.2307692307692,Variant
90125B - AQUA BERTIE GLASS BEAD BAG CHARM,90125D - PURPLE BERTIE GLASS BEAD BAG CHARM,11,0.00044067423157430867,0.0009915170210421946,0.0003029635342073372,693.3819444444445,Variant
84531A - PINK KNITTED EGG COSY,84531B - BLUE KNITTED EGG COSY,36,0.0012393962763027433,0.0011567698578825603,0.0009915170210421946,691.5809523809523,Variant
23018 - LARGE APOTHECARY MEASURING JAR,23019 - SMALL APOTHECARY MEASURING JAR,11,0.0005783849289412802,0.0007711799052550402,0.0003029635342073372,679.2312925170068,Variant
72739B - WHITE CHOCOLATE SCENT CANDLE,72739C - DARK CHOCOLATE SCENTCANDLE,12,0.0007711799052550402,0.0006334692078880687,0.0003305056736807315,676.5465838509317,Variant
90160A - PURPLE BOUDICCA LARGE BRACELET,90160B - RED BOUDICCA LARGE BRACELET,13,0.0006885534868348573,0.0007987220447284345,0.0003580478131541258,651.0400000000001,Variant
47369A - PINK GREEN EMBROIDERY COSMETIC BAG,47369B - BLUE GREEN EMBROIDERY COSMETIC BAG,13,0.0006885534868348573,0.0007987220447284345,0.0003580478131541258,651.0400000000001,Variant
23455 - SMALL PARLOUR PICTURE FRAME,23456 - MEDIUM PARLOUR PICTURE FRAME,22,0.0009639748815688003,0.0009915170210421946,0.0006059270684146745,633.9492063492063,Variant
90125A - PINK BERTIE GLASS BEAD BAG CHARM,90125D - PURPLE BERTIE GLASS BEAD BAG CHARM,11,0.0004957585105210973,0.0009915170210421946,0.0003029635342073372,616.3395061728395,Variant
23474 - WOODLAND SMALL BLUE FELT HEART,23475 - WOODLAND SMALL PINK FELT HEART,19,0.0010190591605155888,0.000853806323675223,0.0005233006499944916,601.4402789886661,Variant
90082A - DIAMANTE BOW BROOCH GREEN COLOUR,90082B - DIAMANTE BOW BROOCH RED COLOUR,13,0.0008813484631486173,0.0006885534868348573,0.0003580478131541258,590.0050000000001,Variant
23456 - MEDIUM PARLOUR PICTURE FRAME,23457 - LARGE PARLOUR PICTURE FRAME,18,0.0009915170210421946,0.000853806323675223,0.0004957585105210973,585.6129032258065,Variant
84559a - 3D SHEET OF DOG STICKERS,84559b - 3D SHEET OF CAT STICKERS,16,0.0011016855789357718,0.0006885534868348573,0.00044067423157430867,580.928,Variant
37492B - BLUE YELLOW FLOWER PIGGY BANK,37492D - PURPLE GREEN FLOWER PIGGY BANK,18,0.001211854136829349,0.0007160956263082516,0.0004957585105210973,571.2797202797203,Variant
90160B - RED BOUDICCA LARGE BRACELET,90160C - TURQ+RED BOUDICCA LARGE BRACELET,20,0.0007987220447284345,0.001211854136829349,0.0005508427894678859,569.0909090909091,Variant
46775A - BUBBLE GUM CHUNKY KNITTED THROW,46775E - CANDY POP CHUNKY KNITTED THROW,25,0.0008813484631486173,0.001404649113143109,0.0006885534868348573,556.1887254901961,Variant
84870B - BLUE GEISHA GIRL,84870C - GREEN GEISHA GIRL,25,0.0011016855789357718,0.001129227718409166,0.0006885534868348573,553.4756097560976,Variant
23473 - WOODLAND SMALL RED FELT HEART,23475 - WOODLAND SMALL PINK FELT HEART,24,0.001404649113143109,0.000853806323675223,0.000661011347361463,551.1650853889943,Variant
90160B - RED BOUDICCA LARGE BRACELET,90160D - PINK BOUDICCA LARGE BRACELET,11,0.0007987220447284345,0.0006885534868348573,0.0003029635342073372,550.88,Variant
21459 - YELLOW EASTER EGG HUNT START POST,21460 - GREEN EASTER EGG HUNT START POST,18,0.001211854136829349,0.0007436377657816459,0.0004957585105210973,550.1212121212121,Variant
37492B - BLUE YELLOW FLOWER PIGGY BANK,37492C - GREEN BLUE FLOWER PIGGY BANK,16,0.001211854136829349,0.000661011347361463,0.00044067423157430867,550.121212121212,Variant
23473 - WOODLAND SMALL RED FELT HEART,23474 - WOODLAND SMALL BLUE FELT HEART,28,0.001404649113143109,0.0010190591605155888,0.0007711799052550402,538.7514573396927,Variant
84932C - SMALL ORIENTAL BLUE FOLDING STOOL,84932D - SMALL ORIENTAL RED FOLDING STOOL,10,0.000936432742095406,0.0005508427894678859,0.00027542139473394294,533.9411764705882,Variant
84859B - BLUE DISCO HANDBAG,84859C - PINK DISCO HANDBAG,10,0.0004957585105210973,0.0010741434394623774,0.00027542139473394294,517.2079772079773,Variant
85162A - SILVER RETRODISC LAMPSHADE,85162C - WHITE RETRODISC LAMPSHADE,13,0.0005508427894678859,0.0012669384157761375,0.0003580478131541258,513.0478260869565,Variant
90003B - ROSE COLOUR PAIR HEART HAIR SLIDES,90003C - MIDNIGHT BLUE PAIR HEART HAIR SLIDE,12,0.0006885534868348573,0.000936432742095406,0.0003305056736807315,512.5835294117646,Variant
21392 - RED POLKADOT PUDDING BOWL,21393 - BLUE POLKADOT PUDDING BOWL,29,0.001322022694722926,0.0011843119973559545,0.0007987220447284345,510.1414728682171,Variant
23324 - RUSTIC STRAWBERRY JAM POT LARGE,23325 - RUSTIC STRAWBERRY JAM POT SMALL,21,0.001211854136829349,0.000936432742095406,0.0005783849289412802,509.67112299465236,Variant
90000B - MIDNIGHT BLUE COPPER FLOWER NECKLAC,90000D - COPPER/OLIVE GREEN FLOWER NECKLACE,10,0.0005783849289412802,0.000936432742095406,0.00027542139473394294,508.515406162465,Variant
90122B - JADE CRYSTAL+GLASS BRACELET,90122C - TURQUOISE CRYSTAL+GLASS BRACELET,10,0.000661011347361463,0.0008262641842018288,0.00027542139473394294,504.2777777777778,Variant
90122A - PINK CRYSTAL+GLASS BRACELET,90122B - JADE CRYSTAL+GLASS BRACELET,10,0.0008262641842018288,0.000661011347361463,0.00027542139473394294,504.2777777777778,Variant
21459 - YELLOW EASTER EGG HUNT START POST,21461 - BLUE EASTER EGG HUNT START POST,14,0.001211854136829349,0.0006334692078880687,0.0003855899526275201,502.2845849802371,Variant
90160A - PURPLE BOUDICCA LARGE BRACELET,90160C - TURQ+RED BOUDICCA LARGE BRACELET,15,0.0006885534868348573,0.001211854136829349,0.0004131320921009144,495.1090909090909,Variant
90003C - MIDNIGHT BLUE PAIR HEART HAIR SLIDE,90003E - GREEN PAIR HEART HAIR SLIDES,10,0.000936432742095406,0.0006059270684146745,0.00027542139473394294,485.40106951871655,Variant
37479B - CUBIC MUG FLOCK BLUE ON BROWN,37479P - CUBIC MUG FLOCK PINK ON BROWN,14,0.0008813484631486173,0.0009088906026220116,0.0003855899526275201,481.3560606060606,Variant
90059C - DIAMANTE HAIR GRIP PACK/2 MONTANA,90059E - DIAMANTE HAIR GRIP PACK/2 RUBY,10,0.0006334692078880687,0.0009088906026220116,0.00027542139473394294,478.36627140974974,Variant
84797A - PINK HAWAIIAN PICNIC HAMPER FOR 4,84797B - BLUE SAVANNAH PICNIC HAMPER FOR 4,19,0.001211854136829349,0.0009088906026220116,0.0005233006499944916,475.1046831955924,Variant
81952B - ROUND BLUE CLOCK WITH SUCKER,81952V - ROUND PURPLE CLOCK WITH SUCKER,12,0.0005508427894678859,0.0012669384157761375,0.0003305056736807315,473.58260869565214,Variant
85160A - WHITE BIRD GARDEN DESIGN MUG,85160B - BLACK BIRD GARDEN DESIGN MUG,15,0.0008813484631486173,0.0009915170210421946,0.0004131320921009144,472.76041666666663,Variant
85049a - TRADITIONAL CHRISTMAS RIBBONS,85049e - SCANDINAVIAN REDS RIBBONS,40,0.001404649113143109,0.001680070507877052,0.0011016855789357718,466.83381549341044,Variant
84875B - GREEN SQUARE COMPACT MIRROR,84875D - BLUE SQUARE COMPACT MIRROR,19,0.0011016855789357718,0.0010190591605155888,0.0005233006499944916,466.1162162162163,Variant
35096A - BLUE VICTORIAN FABRIC HEART BOX,35096B - RED VICTORIAN FABRIC HEART BOX,16,0.0013771069736697146,0.0006885534868348573,0.00044067423157430867,464.7424,Variant
90081A - LILY BROOCH AMETHYST COLOUR,90081C - LILY BROOCH OLIVE COLOUR,11,0.000661011347361463,0.0009915170210421946,0.0003029635342073372,462.2546296296296,Variant
90195A - PURPLE GEMSTONE BRACELET,90195B - BLACK GEMSTONE BRACELET,14,0.001211854136829349,0.0006885534868348573,0.0003855899526275201,462.1018181818182,Variant
84908A - PINK 5 PATCH FLOWER CUSHION COVER,84908B - BLUE 5 PATCH FLOWER CUSHION COVER,16,0.0009915170210421946,0.0009639748815688003,0.00044067423157430867,461.0539682539682,Variant
90101 - WHITE FRANGIPANI NECKLACE,90103 - PURPLE FRANGIPANI NECKLACE,11,0.0007987220447284345,0.0008262641842018288,0.0003029635342073372,459.0666666666667,Variant
82607C - GLASS BONBON JAR. SUPERFINES,82607E - GLASS BONBON JAR. D'AMANDES,13,0.0011843119973559545,0.000661011347361463,0.0003580478131541258,457.3682170542636,Variant
90003B - ROSE COLOUR PAIR HEART HAIR SLIDES,90003D - CRYSTAL PAIR HEART HAIR SLIDES,10,0.0006885534868348573,0.0008813484631486173,0.00027542139473394294,453.8500000000001,Variant
90185A - AMBER DIAMANTE EXPANDABLE RING,90185B - AMETHYST DIAMANTE EXPANDABLE RING,11,0.0007160956263082516,0.000936432742095406,0.0003029635342073372,451.79638009049773,Variant
23481 - PEARLISED IVORY HEART SMALL,23482 - PEARLISED IVORY HEART LARGE,14,0.0007987220447284345,0.0010741434394623774,0.0003855899526275201,449.43589743589746,Variant
35916A - YELLOW FELT HANGING HEART W FLOWER,35916B - BLUE FELT HANGING HEART WITH FLOWER,25,0.001211854136829349,0.0012669384157761375,0.0006885534868348573,448.4683794466403,Variant
84932A - SMALL GREEN PEONY FOLDING STOOL,84932C - SMALL ORIENTAL BLUE FOLDING STOOL,10,0.000661011347361463,0.000936432742095406,0.00027542139473394294,444.9509803921569,Variant
90122A - PINK CRYSTAL+GLASS BRACELET,90122C - TURQUOISE CRYSTAL+GLASS BRACELET,11,0.0008262641842018288,0.0008262641842018288,0.0003029635342073372,443.7644444444445,Variant
85033G - SET/6 GOLD REINDEER T-LIGHT CANDLES,85033S - SET/6 SILVER REINDEER T-LIGHTS,19,0.0008813484631486173,0.0013495648341963205,0.0005233006499944916,439.95663265306126,Variant
23455 - SMALL PARLOUR PICTURE FRAME,23457 - LARGE PARLOUR PICTURE FRAME,13,0.0009639748815688003,0.000853806323675223,0.0003580478131541258,435.02672811059904,Variant
90160C - TURQ+RED BOUDICCA LARGE BRACELET,90160D - PINK BOUDICCA LARGE BRACELET,13,0.001211854136829349,0.0006885534868348573,0.0003580478131541258,429.0945454545455,Variant
90082B - DIAMANTE BOW BROOCH RED COLOUR,90082D - DIAMANTE BOW BROOCH BLACK COLOUR,15,0.0006885534868348573,0.001404649113143109,0.0004131320921009144,427.15294117647056,Variant
20784 - RED RETRO BAR STOOL,20787 - BLUE RETRO BAR STOOL,12,0.0009915170210421946,0.0007987220447284345,0.0003305056736807315,417.3333333333333,Variant
90129D - AMBER GLASS TASSLE BAG CHARM,90129E - PURPLE GLASS TASSLE BAG CHARM,23,0.000936432742095406,0.0016249862289302633,0.0006334692078880687,416.29312063808567,Variant
22655 - VINTAGE RED KITCHEN CABINET,22656 - VINTAGE BLUE KITCHEN CABINET,16,0.0012944805552495319,0.000853806323675223,0.00044067423157430867,398.71516815374054,Variant
84597B - RETRO BROWN BALL ASHTRAY,84597C - RETRO PINK BALL ASHTRAY,13,0.0007436377657816459,0.001211854136829349,0.0003580478131541258,397.3097643097643,Variant
20784 - RED RETRO BAR STOOL,20786 - BLACK RETRO BAR STOOL,12,0.0009915170210421946,0.000853806323675223,0.0003305056736807315,390.4086021505376,Variant
84859A - SILVER DISCO HANDBAG,84859B - BLUE DISCO HANDBAG,11,0.001597444089456869,0.0004957585105210973,0.0003029635342073372,382.55555555555554,Variant
84927A - WAKE UP COCKEREL TILE HOOK,84927E - FLOWERS TILE HOOK,10,0.0009088906026220116,0.0007987220447284345,0.00027542139473394294,379.39393939393943,Variant
85230A - OPIUM SCENTED VOTIVE CANDLE,85230G - ORANGE VOTIVE CANDLE,23,0.001322022694722926,0.0012669384157761375,0.0006334692078880687,378.2083333333333,Variant
85179A - GREEN BITTY LIGHT CHAIN,85179C - PINK BITTY LIGHT CHAIN,29,0.0019279497631376006,0.0011016855789357718,0.0007987220447284345,376.04714285714283,Variant
84997b - CHILDRENS CUTLERY RETROSPOT RED,84997c - CHILDRENS CUTLERY POLKADOT BLUE,66,0.002341081855238515,0.002065660460504572,0.0018177812052440233,375.89458823529407,Variant
35916B - BLUE FELT HANGING HEART WITH FLOWER,35916C - PINK FELT HANGING HEART W FLOWER,20,0.0012669384157761375,0.0011567698578825603,0.0005508427894678859,375.8592132505176,Variant
20862 - PINK PATCH PENCIL CASE BLUE HEART,20863 - BLUE PATCH PENCIL CASE PINK HEART,19,0.0010190591605155888,0.0013771069736697146,0.0005233006499944916,372.89297297297304,Variant
20818 - GOLD TEDDY BEAR,20819 - SILVER TEDDY BEAR,20,0.0008262641842018288,0.001790239065770629,0.0005508427894678859,372.3897435897436,Variant
84997c - CHILDRENS CUTLERY POLKADOT BLUE,84997d - CHILDRENS CUTLERY POLKADOT PINK,63,0.002065660460504572,0.002258455436818332,0.0017351547868238405,371.9356097560976,Variant
90185B - AMETHYST DIAMANTE EXPANDABLE RING,90185C - BLACK DIAMANTE EXPANDABLE RING,11,0.000936432742095406,0.0008813484631486173,0.0003029635342073372,367.0845588235294,Variant
90129D - AMBER GLASS TASSLE BAG CHARM,90129F - RED GLASS TASSLE BAG CHARM,14,0.000936432742095406,0.001129227718409166,0.0003855899526275201,364.64275466284073,Variant
23140 - TRIPLE WIRE HOOK IVORY HEART,23141 - TRIPLE WIRE HOOK PINK HEART,13,0.0014321912526165032,0.0006885534868348573,0.0003580478131541258,363.08,Variant
85230E - STRAWBRY SCENTED VOTIVE CANDLE,85230G - ORANGE VOTIVE CANDLE,30,0.0018177812052440233,0.0012669384157761375,0.0008262641842018288,358.7747035573123,Variant
90010A - MIDNIGHT BLUE GLASS/SILVER BRACELET,90010E - AMBER GLASS/SILVER BRACELET,10,0.0007987220447284345,0.0009639748815688003,0.00027542139473394294,357.7142857142857,Variant
90201A - PURPLE ENAMEL FLOWER RING,90201C - RED ENAMEL FLOWER RING,24,0.0014872755315632918,0.0012669384157761375,0.000661011347361463,350.8019323671498,Variant
84997b - CHILDRENS CUTLERY RETROSPOT RED,84997d - CHILDRENS CUTLERY POLKADOT PINK,67,0.002341081855238515,0.002258455436818332,0.0018453233447174176,349.01520803443333,Variant
"90214I - LETTER ""I"" BLING KEY RING","90214N - LETTER ""N"" BLING KEY RING",11,0.0007436377657816459,0.0011843119973559545,0.0003029635342073372,344.0034453057709,Variant
84952A - CLEAR LOVE BIRD T-LIGHT HOLDER,84952B - BLACK LOVE BIRD T-LIGHT HOLDER,16,0.0010741434394623774,0.001211854136829349,0.00044067423157430867,338.53613053613054,Variant
84661A - WHITE SQUARE TABLE CLOCK,84661C - PINK SQUARE TABLE CLOCK,10,0.0011843119973559545,0.0006885534868348573,0.00027542139473394294,337.7488372093024,Variant
90120A - PINK MURANO TWIST BRACELET,90120B - BLUE MURANO TWIST BRACELET,16,0.001129227718409166,0.0011567698578825603,0.00044067423157430867,337.35656213704993,Variant
90059A - DIAMANTE HAIR GRIP PACK/2 CRYSTAL,90059F - DIAMANTE HAIR GRIP PACK/2 LT ROSE,12,0.001322022694722926,0.0007436377657816459,0.0003305056736807315,336.1851851851852,Variant
85019B - BLOSSOM  IMAGES NOTEBOOK SET,85019C - CURIOUS  IMAGES NOTEBOOK SET,10,0.0012944805552495319,0.0006334692078880687,0.00027542139473394294,335.8741905642923,Variant
90129C - GREEN GLASS TASSLE BAG CHARM,90129D - AMBER GLASS TASSLE BAG CHARM,16,0.001404649113143109,0.000936432742095406,0.00044067423157430867,335.02191464821215,Variant
90120A - PINK MURANO TWIST BRACELET,90120D - WHITE MURANO TWIST BRACELET,15,0.001129227718409166,0.0011016855789357718,0.0004131320921009144,332.0853658536585,Variant
37444A - YELLOW BREAKFAST CUP AND SAUCER,37444B - BLUE BREAKFAST CUP AND SAUCER,11,0.0011843119973559545,0.0007711799052550402,0.0003029635342073372,331.717607973422,Variant
90129E - PURPLE GLASS TASSLE BAG CHARM,90129F - RED GLASS TASSLE BAG CHARM,22,0.0016249862289302633,0.001129227718409166,0.0006059270684146745,330.2091773460108,Variant
90129B - TURQUOISE GLASS TASSLE BAG CHARM,90129D - AMBER GLASS TASSLE BAG CHARM,19,0.001707612647350446,0.000936432742095406,0.0005233006499944916,327.25426944971537,Variant
23134 - LARGE ZINC HEART WALL ORGANISER,23135 - SMALL ZINC HEART WALL ORGANISER,15,0.0010190591605155888,0.0012393962763027433,0.0004131320921009144,327.0990990990991,Variant
21312 - LARGE CHUNKY GLASS ROMAN BOWL,21316 - SMALL CHUNKY GLASS ROMAN  BOWL,11,0.0007160956263082516,0.0012944805552495319,0.0003029635342073372,326.8314238952537,Variant
23040 - PAPER LANTERN 9 POINT SNOW STAR,23041 - PAPER LANTERN 9 POINT SNOW STAR,19,0.0011016855789357718,0.0014597333920898976,0.0005233006499944916,325.40188679245284,Variant
90120B - BLUE MURANO TWIST BRACELET,90120D - WHITE MURANO TWIST BRACELET,15,0.0011567698578825603,0.0011016855789357718,0.0004131320921009144,324.1785714285714,Variant
85019A - ROMANTIC IMAGES NOTEBOOK SET,85019C - CURIOUS  IMAGES NOTEBOOK SET,10,0.0013495648341963205,0.0006334692078880687,0.00027542139473394294,322.16503992901505,Variant
51020A - SUMMER FUN DESIGN SHOWER CAP,51020B - STRIPY DESIGN SHOWER CAP,25,0.0013495648341963205,0.0016249862289302633,0.0006885534868348573,313.97440332065025,Variant
84661B - BLACK SQUARE TABLE CLOCK,84661C - PINK SQUARE TABLE CLOCK,11,0.001404649113143109,0.0006885534868348573,0.0003029635342073372,313.24549019607844,Variant
37444B - BLUE BREAKFAST CUP AND SAUCER,37444C - PINK BREAKFAST CUP AND SAUCER,13,0.0007711799052550402,0.0014872755315632918,0.0003580478131541258,312.17195767195767,Variant
35915B - BLUE KNITTED HEN,35915C - PEACH KNITTED HEN,47,0.0018453233447174176,0.002258455436818332,0.0012944805552495319,310.60720786312345,Variant
85230A - OPIUM SCENTED VOTIVE CANDLE,85230E - STRAWBRY SCENTED VOTIVE CANDLE,27,0.001322022694722926,0.0018177812052440233,0.0007436377657816459,309.4431818181818,Variant
90201B - BLACK ENAMEL FLOWER RING,90201C - RED ENAMEL FLOWER RING,21,0.0014872755315632918,0.0012669384157761375,0.0005783849289412802,306.9516908212561,Variant
90013A - MIDNIGHT BLUE VINTAGE EARRINGS,90013D - PURPLE VINTAGE EARRINGS,11,0.0021207447394513607,0.000468216371047703,0.0003029635342073372,305.109243697479,Variant
85230A - OPIUM SCENTED VOTIVE CANDLE,85230F - JASMINE VOTIVE CANDLE,25,0.001322022694722926,0.001707612647350446,0.0006885534868348573,305.0067204301076,Variant
84859A - SILVER DISCO HANDBAG,84859C - PINK DISCO HANDBAG,19,0.001597444089456869,0.0010741434394623774,0.0005233006499944916,304.974358974359,Variant
90201C - RED ENAMEL FLOWER RING,90201D - GREEN ENAMEL FLOWER RING,22,0.0012669384157761375,0.0015699019499834748,0.0006059270684146745,304.6437833714721,Variant
90129A - PINK GLASS TASSLE BAG CHARM,90129E - PURPLE GLASS TASSLE BAG CHARM,36,0.0020105761815577836,0.0016249862289302633,0.0009915170210421946,303.4799164151381,Variant
21282 - NATURAL BARK CANDLE LARGE,21283 - NATURAL BARK CANDLE SMALL,46,0.0019004076236642062,0.002230913297344938,0.0012669384157761375,298.83127572016457,Variant
21268 - VINTAGE BLUE TINSEL REEL,21412 - VINTAGE GOLD TINSEL REEL,27,0.0013495648341963205,0.0018453233447174176,0.0007436377657816459,298.603716113311,Variant
90129B - TURQUOISE GLASS TASSLE BAG CHARM,90129C - GREEN GLASS TASSLE BAG CHARM,26,0.001707612647350446,0.001404649113143109,0.0007160956263082516,298.54775458570526,Variant
23218 - LAUREL STAR ANTIQUE GOLD,23219 - LAUREL STAR ANTIQUE SILVER,20,0.0011016855789357718,0.001680070507877052,0.0005508427894678859,297.60655737704917,Variant
90129A - PINK GLASS TASSLE BAG CHARM,90129B - TURQUOISE GLASS TASSLE BAG CHARM,37,0.0020105761815577836,0.001707612647350446,0.0010190591605155888,296.81749889527174,Variant
23138 - SINGLE WIRE HOOK IVORY HEART,23139 - SINGLE WIRE HOOK PINK HEART,18,0.002258455436818332,0.0007436377657816459,0.0004957585105210973,295.18699186991876,Variant
"90214C - LETTER ""C"" BLING KEY RING","90214I - LETTER ""I"" BLING KEY RING",15,0.0019004076236642062,0.0007436377657816459,0.0004131320921009144,292.33494363929145,Variant
35833G - 4 GOLD FLOCK CHRISTMAS BALLS,35833P - 4 PINK FLOCK CHRISTMAS BALLS,17,0.0009088906026220116,0.0017626969262972347,0.000468216371047703,292.251893939394,Variant
21030 - SPACE CADET RED,21031 - SPACE CADET BLACK,16,0.001404649113143109,0.0010741434394623774,0.00044067423157430867,292.07038712921064,Variant
20868 - SILVER FABRIC MIRROR,20869 - GOLD FABRIC MIRROR,30,0.001955491902610995,0.0014597333920898976,0.0008262641842018288,289.4605368057401,Variant
84563A - PINK & WHITE BREAKFAST TRAY,84563B - BLUE & WHITE BREAKFAST TRAY,29,0.001707612647350446,0.0016249862289302633,0.0007987220447284345,287.84363039912523,Variant
90129B - TURQUOISE GLASS TASSLE BAG CHARM,90129E - PURPLE GLASS TASSLE BAG CHARM,29,0.001707612647350446,0.0016249862289302633,0.0007987220447284345,287.84363039912523,Variant
21030 - SPACE CADET RED,21032 - SPACE CADET WHITE,20,0.001404649113143109,0.0013771069736697146,0.0005508427894678859,284.7686274509804,Variant
90201A - PURPLE ENAMEL FLOWER RING,90201D - GREEN ENAMEL FLOWER RING,24,0.0014872755315632918,0.0015699019499834748,0.000661011347361463,283.1033138401559,Variant
84661A - WHITE SQUARE TABLE CLOCK,84661B - BLACK SQUARE TABLE CLOCK,17,0.0011843119973559545,0.001404649113143109,0.000468216371047703,281.4573643410853,Variant
85230B - CINNAMON SCENTED VOTIVE CANDLE,85230G - ORANGE VOTIVE CANDLE,24,0.001872865484190812,0.0012669384157761375,0.000661011347361463,278.5780051150895,Variant
90129A - PINK GLASS TASSLE BAG CHARM,90129D - AMBER GLASS TASSLE BAG CHARM,19,0.0020105761815577836,0.000936432742095406,0.0005233006499944916,277.941982272361,Variant
84952B - BLACK LOVE BIRD T-LIGHT HOLDER,84952C - MIRROR LOVE BIRD T-LIGHT HOLDER,14,0.001211854136829349,0.0011567698578825603,0.0003855899526275201,275.06060606060606,Variant
35916A - YELLOW FELT HANGING HEART W FLOWER,35916C - PINK FELT HANGING HEART W FLOWER,14,0.001211854136829349,0.0011567698578825603,0.0003855899526275201,275.06060606060606,Variant
46775A - BUBBLE GUM CHUNKY KNITTED THROW,46775D - SUNSET COLOUR CHUNKY KNITTED THROW,23,0.0008813484631486173,0.0026165032499724577,0.0006334692078880687,274.6986842105264,Variant
