product_a,product_b,co_occurrence_count,support_a,support_b,support_ab,lift,pair_type
22879 - NUMBER TILE VINTAGE FONT 0,22886 - NUMBER TILE VINTAGE FONT 7,11,0.0005783849289412,0.0007987220447284,0.0003029635342073,655.8095238095239,Cross-Category
84509c - SET OF 4 POLKADOT PLACEMATS,84510c - SET OF 4 POLKADOT COASTERS,27,0.0012118541368293,0.0009364327420954,0.0007436377657816,655.2914438502672,Cross-Category
23521 - WALL ART CAT AND BIRD,23522 - WALL ART DOG AND BALL,25,0.0012118541368293,0.0008813484631486,0.0006885534868348,644.6732954545455,Cross-Category
22868 - NUMBER TILE COTTAGE GARDEN 0,22876 - NUMBER TILE COTTAGE GARDEN 8,11,0.0007436377657816,0.000633469207888,0.0003029635342073,643.1368760064413,Cross-Category
35912B - WHITE/PINK CHICK DECORATION,35913B - WHITE/PINK CHICK EASTER DECORATION,11,0.0008262641842018,0.0005783849289412,0.0003029635342073,633.9492063492064,Cross-Category
90085 - CRYSTAL STILETTO PHONE CHARM,90090 - PINK CRYSTAL HEART PHONE CHARM,11,0.0007987220447284,0.0006059270684146,0.0003029635342073,626.0,Cross-Category
22879 - NUMBER TILE VINTAGE FONT 0,22881 - NUMBER TILE VINTAGE FONT 2,13,0.0005783849289412,0.0009915170210421,0.0003580478131541,624.3439153439153,Cross-Category
22868 - NUMBER TILE COTTAGE GARDEN 0,22874 - NUMBER TILE COTTAGE GARDEN 6,13,0.0007436377657816,0.000771179905255,0.0003580478131541,624.3439153439153,Cross-Category
22874 - NUMBER TILE COTTAGE GARDEN 6,22876 - NUMBER TILE COTTAGE GARDEN 8,11,0.000771179905255,0.000633469207888,0.0003029635342073,620.1677018633542,Cross-Category
22887 - NUMBER TILE VINTAGE FONT 8,22888 - NUMBER TILE VINTAGE FONT 9,11,0.000771179905255,0.000633469207888,0.0003029635342073,620.1677018633542,Cross-Category
23560 - SET OF 6 RIBBONS COUNTRY STYLE,23562 - SET OF 6 RIBBONS PERFECTLY PRETTY,19,0.0007160956263082,0.0011843119973559,0.0005233006499944,617.0411449016101,Cross-Category
23575 - SNACK TRAY PAISLEY PARK,23576 - SNACK TRAY RED VINTAGE DOILY,20,0.0008813484631486,0.0010190591605155,0.0005508427894678,613.3108108108108,Cross-Category
21551 - CERAMIC BIRDHOUSE BUTTERFLY LARGE,21552 - CERAMIC BIRDHOUSE BLACK ROSE  LARGE,13,0.0006059270684146,0.0009639748815688,0.0003580478131541,612.9922077922078,Cross-Category
22879 - NUMBER TILE VINTAGE FONT 0,22885 - NUMBER TILE VINTAGE FONT 6,12,0.0005783849289412,0.0009364327420954,0.0003305056736807,610.218487394958,Cross-Category
22879 - NUMBER TILE VINTAGE FONT 0,22883 - NUMBER TILE VINTAGE FONT 4,12,0.0005783849289412,0.0009364327420954,0.0003305056736807,610.218487394958,Cross-Category
85028L - FRENCH CHATEAU LARGE FRUIT BOWL,85030 - FRENCH CHATEAU OVAL PLATTER,13,0.0007436377657816,0.0007987220447284,0.0003580478131541,602.8148148148148,Cross-Category
21092 - SET/6 STRAWBERRY PAPER PLATES,21099 - SET/6 STRAWBERRY PAPER CUPS,15,0.000771179905255,0.000908890602622,0.0004131320921009,589.4155844155845,Cross-Category
22868 - NUMBER TILE COTTAGE GARDEN 0,22871 - NUMBER TILE COTTAGE GARDEN 3,13,0.0007436377657816,0.0008262641842018,0.0003580478131541,582.7209876543211,Cross-Category
22871 - NUMBER TILE COTTAGE GARDEN 3,22876 - NUMBER TILE COTTAGE GARDEN 8,11,0.0008262641842018,0.000633469207888,0.0003029635342073,578.8231884057972,Cross-Category
22881 - NUMBER TILE VINTAGE FONT 2,22888 - NUMBER TILE VINTAGE FONT 9,13,0.0009915170210421,0.000633469207888,0.0003580478131541,570.0531400966183,Cross-Category
22876 - NUMBER TILE COTTAGE GARDEN 8,22877 - NUMBER TILE COTTAGE GARDEN 9,10,0.000633469207888,0.000771179905255,0.0002754213947339,563.7888198757765,Cross-Category
22873 - NUMBER TILE COTTAGE GARDEN 5,22876 - NUMBER TILE COTTAGE GARDEN 8,11,0.0008538063236752,0.000633469207888,0.0003029635342073,560.1514726507714,Cross-Category
90085 - CRYSTAL STILETTO PHONE CHARM,90093 - CLEAR CRYSTAL STAR PHONE CHARM,11,0.0007987220447284,0.0006885534868348,0.0003029635342073,550.88,Cross-Category
84664 - CHERRY BLOSSOM BATHROOM CABINET,84666 - SQUARE CHERRY BLOSSOM CABINET,25,0.0013771069736697,0.000908890602622,0.0006885534868348,550.1212121212121,Cross-Category
22873 - NUMBER TILE COTTAGE GARDEN 5,22875 - NUMBER TILE COTTAGE GARDEN 7,14,0.0008538063236752,0.0008262641842018,0.0003855899526275,546.5720430107527,Cross-Category
22886 - NUMBER TILE VINTAGE FONT 7,22888 - NUMBER TILE VINTAGE FONT 9,10,0.0007987220447284,0.000633469207888,0.0002754213947339,544.3478260869566,Cross-Category
90018B - GOLD M.O.P ORBIT DROP EARRINGS,90019B - GOLD M.O.P ORBIT BRACELET,13,0.0008538063236752,0.000771179905255,0.0003580478131541,543.7834101382489,Cross-Category
22886 - NUMBER TILE VINTAGE FONT 7,22887 - NUMBER TILE VINTAGE FONT 8,12,0.0007987220447284,0.000771179905255,0.0003305056736807,536.5714285714286,Cross-Category
84666 - SQUARE CHERRY BLOSSOM CABINET,84875D - BLUE SQUARE COMPACT MIRROR,18,0.000908890602622,0.0010190591605155,0.000495758510521,535.2530712530713,Cross-Category
22883 - NUMBER TILE VINTAGE FONT 4,22885 - NUMBER TILE VINTAGE FONT 6,17,0.0009364327420954,0.0009364327420954,0.0004682163710477,533.9411764705882,Cross-Category
85028S - FRENCH CHATEAU SMALL FRUITBOWL,85030 - FRENCH CHATEAU OVAL PLATTER,14,0.000908890602622,0.0007987220447284,0.0003855899526275,531.1515151515152,Cross-Category
82093 - HEART SHAPE BUTTON FRAME,85033G - SET/6 GOLD REINDEER T-LIGHT CANDLES,13,0.000771179905255,0.0008813484631486,0.0003580478131541,526.7901785714287,Cross-Category
22875 - NUMBER TILE COTTAGE GARDEN 7,22876 - NUMBER TILE COTTAGE GARDEN 8,10,0.0008262641842018,0.000633469207888,0.0002754213947339,526.2028985507247,Cross-Category
90081A - LILY BROOCH AMETHYST COLOUR,90082A - DIAMANTE BOW BROOCH GREEN COLOUR,11,0.0006610113473614,0.0008813484631486,0.0003029635342073,520.0364583333334,Cross-Category
